,FORMULA,stabilityVec
1336,Nb0.1 Si0.9,0.0
1337,Sm0.1 Nb0.9,0.0
1337,Sm0.2 Nb0.8,0.0
1337,Sm0.3 Nb0.7,0.0
1337,Sm0.4 Nb0.6,0.0
1337,Sm0.5 Nb0.5,0.0
1337,Sm0.6 Nb0.4,0.0
1337,Sm0.7 Nb0.3,0.0
1337,Sm0.8 Nb0.2,0.0
1337,Sm0.9 Nb0.1,0.0
1338,Nb0.9 Sn0.1,0.0
1338,Nb0.8 Sn0.2,0.0
1338,Nb0.7 Sn0.3,1.0
1338,Nb0.6 Sn0.4,0.0
1338,Nb0.5 Sn0.5,0.0
1338,Nb0.4 Sn0.6,0.0
1338,Nb0.3 Sn0.7,0.0
1338,Nb0.2 Sn0.8,1.0
1338,Nb0.1 Sn0.9,0.0
1339,Th0.1 Nb0.9,0.0
1339,Th0.2 Nb0.8,0.0
1339,Th0.3 Nb0.7,0.0
1339,Th0.4 Nb0.6,0.0
1339,Th0.5 Nb0.5,0.0
1339,Th0.6 Nb0.4,0.0
1339,Th0.7 Nb0.3,0.0
1339,Th0.8 Nb0.2,0.0
1339,Th0.9 Nb0.1,0.0
1340,Ti0.1 Nb0.9,0.0
1340,Ti0.2 Nb0.8,0.0
1340,Ti0.3 Nb0.7,0.0
1340,Ti0.4 Nb0.6,0.0
1340,Ti0.5 Nb0.5,0.0
1340,Ti0.6 Nb0.4,0.0
1340,Ti0.7 Nb0.3,0.0
1340,Ti0.8 Nb0.2,0.0
1340,Ti0.9 Nb0.1,0.0
1341,Nb0.9 Tl0.1,0.0
1341,Nb0.8 Tl0.2,0.0
1341,Nb0.7 Tl0.3,0.0
1341,Nb0.6 Tl0.4,0.0
1341,Nb0.5 Tl0.5,0.0
1341,Nb0.4 Tl0.6,0.0
1341,Nb0.3 Tl0.7,0.0
1341,Nb0.2 Tl0.8,0.0
1341,Nb0.1 Tl0.9,0.0
1342,U0.1 Nb0.9,0.0
1342,U0.2 Nb0.8,0.0
1342,U0.3 Nb0.7,0.0
1342,U0.4 Nb0.6,0.0
1342,U0.5 Nb0.5,0.0
1342,U0.6 Nb0.4,0.0
1342,U0.7 Nb0.3,0.0
1342,U0.8 Nb0.2,0.0
1342,U0.9 Nb0.1,0.0
1343,Nb0.9 Zn0.1,0.0
1343,Nb0.8 Zn0.2,0.0
1343,Nb0.7 Zn0.3,1.0
1343,Nb0.6 Zn0.4,0.0
1343,Nb0.5 Zn0.5,0.0
1343,Nb0.4 Zn0.6,0.0
1343,Nb0.3 Zn0.7,0.0
1343,Nb0.2 Zn0.8,0.0
1343,Nb0.1 Zn0.9,0.0
1344,Nd0.9 Ag0.1,0.0
1344,Nd0.8 Ag0.2,0.0
1344,Nd0.7 Ag0.3,1.0
1344,Nd0.6 Ag0.4,0.0
1344,Nd0.5 Ag0.5,1.0
1344,Nd0.4 Ag0.6,0.0
1344,Nd0.3 Ag0.7,0.0
1344,Nd0.2 Ag0.8,0.0
1344,Nd0.1 Ag0.9,0.0
1345,Nd0.9 Al0.1,0.0
1345,Nd0.8 Al0.2,0.0
1345,Nd0.7 Al0.3,1.0
1345,Nd0.6 Al0.4,0.0
1345,Nd0.5 Al0.5,1.0
1345,Nd0.4 Al0.6,0.0
1345,Nd0.3 Al0.7,0.0
1345,Nd0.2 Al0.8,0.0
1345,Nd0.1 Al0.9,0.0
1346,Nd0.9 Ar0.1,0.0
1346,Nd0.8 Ar0.2,0.0
1346,Nd0.7 Ar0.3,0.0
1346,Nd0.6 Ar0.4,0.0
1346,Nd0.5 Ar0.5,0.0
1346,Nd0.4 Ar0.6,0.0
1346,Nd0.3 Ar0.7,0.0
1346,Nd0.2 Ar0.8,0.0
1346,Nd0.1 Ar0.9,0.0
1347,Nd0.9 B0.1,1.0
1347,Nd0.8 B0.2,1.0
1347,Nd0.7 B0.3,1.0
1347,Nd0.6 B0.4,0.0
1347,Nd0.5 B0.5,0.0
1347,Nd0.4 B0.6,0.0
1347,Nd0.3 B0.7,0.0
1347,Nd0.2 B0.8,0.0
1347,Nd0.1 B0.9,0.0
1348,Ba0.1 Nd0.9,0.0
1348,Ba0.2 Nd0.8,0.0
1348,Ba0.3 Nd0.7,0.0
1348,Ba0.4 Nd0.6,0.0
1348,Ba0.5 Nd0.5,0.0
1348,Ba0.6 Nd0.4,0.0
1348,Ba0.7 Nd0.3,0.0
1348,Ba0.8 Nd0.2,0.0
1348,Ba0.9 Nd0.1,0.0
1349,Nd0.9 Be0.1,1.0
1349,Nd0.8 Be0.2,0.0
1349,Nd0.7 Be0.3,0.0
1349,Nd0.6 Be0.4,0.0
1349,Nd0.5 Be0.5,0.0
1349,Nd0.4 Be0.6,0.0
1349,Nd0.3 Be0.7,0.0
1349,Nd0.2 Be0.8,0.0
1349,Nd0.1 Be0.9,0.0
1350,Nd0.9 Bi0.1,0.0
1350,Nd0.8 Bi0.2,0.0
1350,Nd0.7 Bi0.3,0.0
1350,Nd0.6 Bi0.4,0.0
1350,Nd0.5 Bi0.5,1.0
1350,Nd0.4 Bi0.6,1.0
1350,Nd0.3 Bi0.7,0.0
1350,Nd0.2 Bi0.8,0.0
1350,Nd0.1 Bi0.9,0.0
1351,Nd0.9 Br0.1,0.0
1351,Nd0.8 Br0.2,0.0
1351,Nd0.7 Br0.3,1.0
1351,Nd0.6 Br0.4,0.0
1351,Nd0.5 Br0.5,0.0
1351,Nd0.4 Br0.6,0.0
1351,Nd0.3 Br0.7,0.0
1351,Nd0.2 Br0.8,0.0
1351,Nd0.1 Br0.9,0.0
1352,Nd0.9 C0.1,0.0
1352,Nd0.8 C0.2,0.0
1352,Nd0.7 C0.3,0.0
1352,Nd0.6 C0.4,1.0
1352,Nd0.5 C0.5,0.0
1352,Nd0.4 C0.6,0.0
1352,Nd0.3 C0.7,0.0
1352,Nd0.2 C0.8,0.0
1352,Nd0.1 C0.9,0.0
1353,Ca0.1 Nd0.9,0.0
1353,Ca0.2 Nd0.8,0.0
1353,Ca0.3 Nd0.7,0.0
1353,Ca0.4 Nd0.6,0.0
1353,Ca0.5 Nd0.5,0.0
1353,Ca0.6 Nd0.4,0.0
1353,Ca0.7 Nd0.3,0.0
1353,Ca0.8 Nd0.2,0.0
1353,Ca0.9 Nd0.1,0.0
1354,Nd0.9 Cd0.1,0.0
1354,Nd0.8 Cd0.2,1.0
1354,Nd0.7 Cd0.3,0.0
1354,Nd0.6 Cd0.4,0.0
1354,Nd0.5 Cd0.5,1.0
1354,Nd0.4 Cd0.6,0.0
1354,Nd0.3 Cd0.7,0.0
1354,Nd0.2 Cd0.8,0.0
1354,Nd0.1 Cd0.9,0.0
1355,Nd0.9 Co0.1,1.0
1355,Nd0.8 Co0.2,0.0
1355,Nd0.7 Co0.3,0.0
1355,Nd0.6 Co0.4,0.0
1355,Nd0.5 Co0.5,0.0
1355,Nd0.4 Co0.6,0.0
1355,Nd0.3 Co0.7,0.0
1355,Nd0.2 Co0.8,0.0
1355,Nd0.1 Co0.9,0.0
1356,Nd0.9 Dy0.1,0.0
1356,Nd0.8 Dy0.2,0.0
1356,Nd0.7 Dy0.3,0.0
1356,Nd0.6 Dy0.4,0.0
1356,Nd0.5 Dy0.5,0.0
1356,Nd0.4 Dy0.6,0.0
1356,Nd0.3 Dy0.7,0.0
1356,Nd0.2 Dy0.8,0.0
1356,Nd0.1 Dy0.9,0.0
1357,Nd0.9 Eu0.1,0.0
1357,Nd0.8 Eu0.2,0.0
1357,Nd0.7 Eu0.3,0.0
1357,Nd0.6 Eu0.4,0.0
1357,Nd0.5 Eu0.5,0.0
1357,Nd0.4 Eu0.6,0.0
1357,Nd0.3 Eu0.7,0.0
1357,Nd0.2 Eu0.8,0.0
1357,Nd0.1 Eu0.9,0.0
1358,Nd0.9 Fe0.1,0.0
1358,Nd0.8 Fe0.2,0.0
1358,Nd0.7 Fe0.3,0.0
1358,Nd0.6 Fe0.4,0.0
1358,Nd0.5 Fe0.5,0.0
1358,Nd0.4 Fe0.6,0.0
1358,Nd0.3 Fe0.7,0.0
1358,Nd0.2 Fe0.8,0.0
1358,Nd0.1 Fe0.9,0.0
1359,Nd0.9 Ga0.1,0.0
1359,Nd0.8 Ga0.2,0.0
1359,Nd0.7 Ga0.3,1.0
1359,Nd0.6 Ga0.4,0.0
1359,Nd0.5 Ga0.5,1.0
1359,Nd0.4 Ga0.6,0.0
1359,Nd0.3 Ga0.7,0.0
1359,Nd0.2 Ga0.8,0.0
1359,Nd0.1 Ga0.9,0.0
1360,Nd0.9 Ir0.1,0.0
1360,Nd0.8 Ir0.2,0.0
1360,Nd0.7 Ir0.3,1.0
1360,Nd0.6 Ir0.4,0.0
1360,Nd0.5 Ir0.5,0.0
1360,Nd0.4 Ir0.6,1.0
1360,Nd0.3 Ir0.7,0.0
1360,Nd0.2 Ir0.8,0.0
1360,Nd0.1 Ir0.9,0.0
1361,Nd0.9 Kr0.1,0.0
1361,Nd0.8 Kr0.2,0.0
1361,Nd0.7 Kr0.3,0.0
1361,Nd0.6 Kr0.4,0.0
1361,Nd0.5 Kr0.5,0.0
1361,Nd0.4 Kr0.6,0.0
1361,Nd0.3 Kr0.7,0.0
1361,Nd0.2 Kr0.8,0.0
1361,Nd0.1 Kr0.9,0.0
1362,Nd0.9 Mn0.1,0.0
1362,Nd0.8 Mn0.2,0.0
1362,Nd0.7 Mn0.3,0.0
1362,Nd0.6 Mn0.4,0.0
1362,Nd0.5 Mn0.5,0.0
1362,Nd0.4 Mn0.6,0.0
1362,Nd0.3 Mn0.7,0.0
1362,Nd0.2 Mn0.8,0.0
1362,Nd0.1 Mn0.9,0.0
1363,Nd0.9 Np0.1,0.0
1363,Nd0.8 Np0.2,0.0
1363,Nd0.7 Np0.3,0.0
1363,Nd0.6 Np0.4,0.0
1363,Nd0.5 Np0.5,0.0
1363,Nd0.4 Np0.6,0.0
1363,Nd0.3 Np0.7,0.0
1363,Nd0.2 Np0.8,0.0
1363,Nd0.1 Np0.9,0.0
1364,Nd0.9 Os0.1,0.0
1364,Nd0.8 Os0.2,0.0
1364,Nd0.7 Os0.3,1.0
1364,Nd0.6 Os0.4,0.0
1364,Nd0.5 Os0.5,0.0
1364,Nd0.4 Os0.6,0.0
1364,Nd0.3 Os0.7,0.0
1364,Nd0.2 Os0.8,0.0
1364,Nd0.1 Os0.9,0.0
1365,Nd0.9 Pa0.1,0.0
1365,Nd0.8 Pa0.2,0.0
1365,Nd0.7 Pa0.3,0.0
1365,Nd0.6 Pa0.4,0.0
1365,Nd0.5 Pa0.5,0.0
1365,Nd0.4 Pa0.6,0.0
1365,Nd0.3 Pa0.7,0.0
1365,Nd0.2 Pa0.8,0.0
1365,Nd0.1 Pa0.9,0.0
1366,Nd0.9 Pb0.1,0.0
1366,Nd0.8 Pb0.2,0.0
1366,Nd0.7 Pb0.3,1.0
1366,Nd0.6 Pb0.4,0.0
1366,Nd0.5 Pb0.5,0.0
1366,Nd0.4 Pb0.6,0.0
1366,Nd0.3 Pb0.7,0.0
1366,Nd0.2 Pb0.8,0.0
1366,Nd0.1 Pb0.9,0.0
1367,Nd0.9 Pd0.1,0.0
1367,Nd0.8 Pd0.2,0.0
1367,Nd0.7 Pd0.3,1.0
1367,Nd0.6 Pd0.4,0.0
1367,Nd0.5 Pd0.5,0.0
1367,Nd0.4 Pd0.6,0.0
1367,Nd0.3 Pd0.7,0.0
1367,Nd0.2 Pd0.8,0.0
1367,Nd0.1 Pd0.9,0.0
1368,Pr0.1 Nd0.9,0.0
1368,Pr0.2 Nd0.8,0.0
1368,Pr0.3 Nd0.7,0.0
1368,Pr0.4 Nd0.6,0.0
1368,Pr0.5 Nd0.5,0.0
1368,Pr0.6 Nd0.4,0.0
1368,Pr0.7 Nd0.3,0.0
1368,Pr0.8 Nd0.2,0.0
1368,Pr0.9 Nd0.1,0.0
1369,Nd0.9 S0.1,0.0
1369,Nd0.8 S0.2,0.0
1369,Nd0.7 S0.3,1.0
1369,Nd0.6 S0.4,1.0
1369,Nd0.5 S0.5,1.0
1369,Nd0.4 S0.6,0.0
1369,Nd0.3 S0.7,0.0
1369,Nd0.2 S0.8,0.0
1369,Nd0.1 S0.9,0.0
1370,Nd0.9 Se0.1,0.0
1370,Nd0.8 Se0.2,0.0
1370,Nd0.7 Se0.3,1.0
1370,Nd0.6 Se0.4,1.0
1370,Nd0.5 Se0.5,1.0
1370,Nd0.4 Se0.6,0.0
1370,Nd0.3 Se0.7,0.0
1370,Nd0.2 Se0.8,0.0
1370,Nd0.1 Se0.9,0.0
1371,Nd0.9 Sm0.1,0.0
1371,Nd0.8 Sm0.2,0.0
1371,Nd0.7 Sm0.3,0.0
1371,Nd0.6 Sm0.4,0.0
1371,Nd0.5 Sm0.5,0.0
1371,Nd0.4 Sm0.6,0.0
1371,Nd0.3 Sm0.7,0.0
1371,Nd0.2 Sm0.8,0.0
1371,Nd0.1 Sm0.9,0.0
1372,Sr0.1 Nd0.9,0.0
1372,Sr0.2 Nd0.8,0.0
1372,Sr0.3 Nd0.7,0.0
1372,Sr0.4 Nd0.6,0.0
1372,Sr0.5 Nd0.5,0.0
1372,Sr0.6 Nd0.4,0.0
1372,Sr0.7 Nd0.3,0.0
1372,Sr0.8 Nd0.2,0.0
1372,Sr0.9 Nd0.1,0.0
1373,Nd0.9 Ta0.1,0.0
1373,Nd0.8 Ta0.2,0.0
1373,Nd0.7 Ta0.3,0.0
1373,Nd0.6 Ta0.4,0.0
1373,Nd0.5 Ta0.5,0.0
1373,Nd0.4 Ta0.6,0.0
1373,Nd0.3 Ta0.7,0.0
1373,Nd0.2 Ta0.8,0.0
1373,Nd0.1 Ta0.9,0.0
1374,Nd0.9 Tc0.1,0.0
1374,Nd0.8 Tc0.2,0.0
1374,Nd0.7 Tc0.3,0.0
1374,Nd0.6 Tc0.4,0.0
1374,Nd0.5 Tc0.5,0.0
1374,Nd0.4 Tc0.6,0.0
1374,Nd0.3 Tc0.7,0.0
1374,Nd0.2 Tc0.8,0.0
1374,Nd0.1 Tc0.9,0.0
1375,Nd0.9 Tm0.1,0.0
1375,Nd0.8 Tm0.2,0.0
1375,Nd0.7 Tm0.3,0.0
1375,Nd0.6 Tm0.4,0.0
1375,Nd0.5 Tm0.5,0.0
1375,Nd0.4 Tm0.6,0.0
1375,Nd0.3 Tm0.7,0.0
1375,Nd0.2 Tm0.8,0.0
1375,Nd0.1 Tm0.9,0.0
1376,Nd0.9 U0.1,0.0
1376,Nd0.8 U0.2,0.0
1376,Nd0.7 U0.3,0.0
1376,Nd0.6 U0.4,0.0
1376,Nd0.5 U0.5,0.0
1376,Nd0.4 U0.6,0.0
1376,Nd0.3 U0.7,0.0
1376,Nd0.2 U0.8,0.0
1376,Nd0.1 U0.9,0.0
1377,Ne0.9 Ac0.1,0.0
1377,Ne0.8 Ac0.2,0.0
1377,Ne0.7 Ac0.3,0.0
1377,Ne0.6 Ac0.4,0.0
1377,Ne0.5 Ac0.5,0.0
1377,Ne0.4 Ac0.6,0.0
1377,Ne0.3 Ac0.7,0.0
1377,Ne0.2 Ac0.8,0.0
1377,Ne0.1 Ac0.9,0.0
1378,Ne0.9 Ar0.1,0.0
1378,Ne0.8 Ar0.2,0.0
1378,Ne0.7 Ar0.3,0.0
1378,Ne0.6 Ar0.4,0.0
1378,Ne0.5 Ar0.5,0.0
1378,Ne0.4 Ar0.6,0.0
1378,Ne0.3 Ar0.7,0.0
1378,Ne0.2 Ar0.8,0.0
1378,Ne0.1 Ar0.9,0.0
1379,Ne0.9 Au0.1,0.0
1379,Ne0.8 Au0.2,0.0
1379,Ne0.7 Au0.3,0.0
1379,Ne0.6 Au0.4,0.0
1379,Ne0.5 Au0.5,0.0
1379,Ne0.4 Au0.6,0.0
1379,Ne0.3 Au0.7,0.0
1379,Ne0.2 Au0.8,0.0
1379,Ne0.1 Au0.9,0.0
1380,Ne0.9 Ba0.1,0.0
1380,Ne0.8 Ba0.2,0.0
1380,Ne0.7 Ba0.3,0.0
1380,Ne0.6 Ba0.4,0.0
1380,Ne0.5 Ba0.5,0.0
1380,Ne0.4 Ba0.6,0.0
1380,Ne0.3 Ba0.7,0.0
1380,Ne0.2 Ba0.8,0.0
1380,Ne0.1 Ba0.9,0.0
1381,Ne0.9 Be0.1,0.0
1381,Ne0.8 Be0.2,0.0
1381,Ne0.7 Be0.3,0.0
1381,Ne0.6 Be0.4,0.0
1381,Ne0.5 Be0.5,0.0
1381,Ne0.4 Be0.6,0.0
1381,Ne0.3 Be0.7,0.0
1381,Ne0.2 Be0.8,0.0
1381,Ne0.1 Be0.9,0.0
1382,Ne0.9 Bi0.1,0.0
1382,Ne0.8 Bi0.2,0.0
1382,Ne0.7 Bi0.3,0.0
1382,Ne0.6 Bi0.4,0.0
1382,Ne0.5 Bi0.5,0.0
1382,Ne0.4 Bi0.6,0.0
1382,Ne0.3 Bi0.7,0.0
1382,Ne0.2 Bi0.8,0.0
1382,Ne0.1 Bi0.9,0.0
1383,Ne0.9 Ca0.1,0.0
1383,Ne0.8 Ca0.2,0.0
1383,Ne0.7 Ca0.3,0.0
1383,Ne0.6 Ca0.4,0.0
1383,Ne0.5 Ca0.5,0.0
1383,Ne0.4 Ca0.6,0.0
1383,Ne0.3 Ca0.7,0.0
1383,Ne0.2 Ca0.8,0.0
1383,Ne0.1 Ca0.9,0.0
1384,Ne0.9 Ce0.1,0.0
1384,Ne0.8 Ce0.2,0.0
1384,Ne0.7 Ce0.3,0.0
1384,Ne0.6 Ce0.4,0.0
1384,Ne0.5 Ce0.5,0.0
1384,Ne0.4 Ce0.6,0.0
1384,Ne0.3 Ce0.7,0.0
1384,Ne0.2 Ce0.8,0.0
1384,Ne0.1 Ce0.9,0.0
1385,Ne0.9 Eu0.1,0.0
1385,Ne0.8 Eu0.2,0.0
1385,Ne0.7 Eu0.3,0.0
1385,Ne0.6 Eu0.4,0.0
1385,Ne0.5 Eu0.5,0.0
1385,Ne0.4 Eu0.6,0.0
1385,Ne0.3 Eu0.7,0.0
1385,Ne0.2 Eu0.8,0.0
1385,Ne0.1 Eu0.9,0.0
1386,Ne0.9 Ga0.1,0.0
1386,Ne0.8 Ga0.2,0.0
1386,Ne0.7 Ga0.3,0.0
1386,Ne0.6 Ga0.4,0.0
1386,Ne0.5 Ga0.5,0.0
1386,Ne0.4 Ga0.6,0.0
1386,Ne0.3 Ga0.7,0.0
1386,Ne0.2 Ga0.8,0.0
1386,Ne0.1 Ga0.9,0.0
1387,Ne0.9 He0.1,0.0
1387,Ne0.8 He0.2,0.0
1387,Ne0.7 He0.3,0.0
1387,Ne0.6 He0.4,0.0
1387,Ne0.5 He0.5,0.0
1387,Ne0.4 He0.6,0.0
1387,Ne0.3 He0.7,0.0
1387,Ne0.2 He0.8,0.0
1387,Ne0.1 He0.9,0.0
1388,Ne0.9 Ho0.1,0.0
1388,Ne0.8 Ho0.2,0.0
1388,Ne0.7 Ho0.3,0.0
1388,Ne0.6 Ho0.4,0.0
1388,Ne0.5 Ho0.5,0.0
1388,Ne0.4 Ho0.6,0.0
1388,Ne0.3 Ho0.7,0.0
1388,Ne0.2 Ho0.8,0.0
1388,Ne0.1 Ho0.9,0.0
1389,Ne0.9 In0.1,0.0
1389,Ne0.8 In0.2,0.0
1389,Ne0.7 In0.3,0.0
1389,Ne0.6 In0.4,0.0
1389,Ne0.5 In0.5,0.0
1389,Ne0.4 In0.6,0.0
1389,Ne0.3 In0.7,0.0
1389,Ne0.2 In0.8,0.0
1389,Ne0.1 In0.9,0.0
1390,Ne0.9 Ir0.1,0.0
1390,Ne0.8 Ir0.2,0.0
1390,Ne0.7 Ir0.3,0.0
1390,Ne0.6 Ir0.4,0.0
1390,Ne0.5 Ir0.5,0.0
1390,Ne0.4 Ir0.6,0.0
1390,Ne0.3 Ir0.7,0.0
1390,Ne0.2 Ir0.8,0.0
1390,Ne0.1 Ir0.9,0.0
1391,Ne0.9 K0.1,0.0
1391,Ne0.8 K0.2,0.0
1391,Ne0.7 K0.3,0.0
1391,Ne0.6 K0.4,0.0
1391,Ne0.5 K0.5,0.0
1391,Ne0.4 K0.6,0.0
1391,Ne0.3 K0.7,0.0
1391,Ne0.2 K0.8,0.0
1391,Ne0.1 K0.9,0.0
1392,Ne0.9 Kr0.1,0.0
1392,Ne0.8 Kr0.2,0.0
1392,Ne0.7 Kr0.3,0.0
1392,Ne0.6 Kr0.4,0.0
1392,Ne0.5 Kr0.5,0.0
1392,Ne0.4 Kr0.6,0.0
1392,Ne0.3 Kr0.7,0.0
1392,Ne0.2 Kr0.8,0.0
1392,Ne0.1 Kr0.9,0.0
1393,Ne0.9 La0.1,0.0
1393,Ne0.8 La0.2,0.0
1393,Ne0.7 La0.3,0.0
1393,Ne0.6 La0.4,0.0
1393,Ne0.5 La0.5,0.0
1393,Ne0.4 La0.6,0.0
1393,Ne0.3 La0.7,0.0
1393,Ne0.2 La0.8,0.0
1393,Ne0.1 La0.9,0.0
1394,Ne0.9 Li0.1,0.0
1394,Ne0.8 Li0.2,0.0
1394,Ne0.7 Li0.3,0.0
1394,Ne0.6 Li0.4,0.0
1394,Ne0.5 Li0.5,0.0
1394,Ne0.4 Li0.6,0.0
1394,Ne0.3 Li0.7,0.0
1394,Ne0.2 Li0.8,0.0
1394,Ne0.1 Li0.9,0.0
1395,Ne0.9 Lu0.1,0.0
1395,Ne0.8 Lu0.2,0.0
1395,Ne0.7 Lu0.3,0.0
1395,Ne0.6 Lu0.4,0.0
1395,Ne0.5 Lu0.5,0.0
1395,Ne0.4 Lu0.6,0.0
1395,Ne0.3 Lu0.7,0.0
1395,Ne0.2 Lu0.8,0.0
1395,Ne0.1 Lu0.9,0.0
1396,Ne0.9 Mn0.1,0.0
1396,Ne0.8 Mn0.2,0.0
1396,Ne0.7 Mn0.3,0.0
1396,Ne0.6 Mn0.4,0.0
1396,Ne0.5 Mn0.5,0.0
1396,Ne0.4 Mn0.6,0.0
1396,Ne0.3 Mn0.7,0.0
1396,Ne0.2 Mn0.8,0.0
1396,Ne0.1 Mn0.9,0.0
1397,Ne0.9 Mo0.1,0.0
1397,Ne0.8 Mo0.2,0.0
1397,Ne0.7 Mo0.3,0.0
1397,Ne0.6 Mo0.4,0.0
1397,Ne0.5 Mo0.5,0.0
1397,Ne0.4 Mo0.6,0.0
1397,Ne0.3 Mo0.7,0.0
1397,Ne0.2 Mo0.8,0.0
1397,Ne0.1 Mo0.9,0.0
1398,Ne0.9 Os0.1,0.0
1398,Ne0.8 Os0.2,0.0
1398,Ne0.7 Os0.3,0.0
1398,Ne0.6 Os0.4,0.0
1398,Ne0.5 Os0.5,0.0
1398,Ne0.4 Os0.6,0.0
1398,Ne0.3 Os0.7,0.0
1398,Ne0.2 Os0.8,0.0
1398,Ne0.1 Os0.9,0.0
1399,Ne0.9 P0.1,0.0
1399,Ne0.8 P0.2,0.0
1399,Ne0.7 P0.3,0.0
1399,Ne0.6 P0.4,0.0
1399,Ne0.5 P0.5,0.0
1399,Ne0.4 P0.6,0.0
1399,Ne0.3 P0.7,0.0
1399,Ne0.2 P0.8,0.0
1399,Ne0.1 P0.9,0.0
1400,Ne0.9 Pd0.1,0.0
1400,Ne0.8 Pd0.2,0.0
1400,Ne0.7 Pd0.3,0.0
1400,Ne0.6 Pd0.4,0.0
1400,Ne0.5 Pd0.5,0.0
1400,Ne0.4 Pd0.6,0.0
1400,Ne0.3 Pd0.7,0.0
1400,Ne0.2 Pd0.8,0.0
1400,Ne0.1 Pd0.9,0.0
1401,Ne0.9 Pt0.1,0.0
1401,Ne0.8 Pt0.2,0.0
1401,Ne0.7 Pt0.3,0.0
1401,Ne0.6 Pt0.4,0.0
1401,Ne0.5 Pt0.5,0.0
1401,Ne0.4 Pt0.6,0.0
1401,Ne0.3 Pt0.7,0.0
1401,Ne0.2 Pt0.8,0.0
1401,Ne0.1 Pt0.9,0.0
1402,Ne0.9 Rb0.1,0.0
1402,Ne0.8 Rb0.2,0.0
1402,Ne0.7 Rb0.3,0.0
1402,Ne0.6 Rb0.4,0.0
1402,Ne0.5 Rb0.5,0.0
1402,Ne0.4 Rb0.6,0.0
1402,Ne0.3 Rb0.7,0.0
1402,Ne0.2 Rb0.8,0.0
1402,Ne0.1 Rb0.9,0.0
1403,Ne0.9 Rh0.1,0.0
1403,Ne0.8 Rh0.2,0.0
1403,Ne0.7 Rh0.3,0.0
1403,Ne0.6 Rh0.4,0.0
1403,Ne0.5 Rh0.5,0.0
1403,Ne0.4 Rh0.6,0.0
1403,Ne0.3 Rh0.7,0.0
1403,Ne0.2 Rh0.8,0.0
1403,Ne0.1 Rh0.9,0.0
1404,Ne0.9 Tb0.1,0.0
1404,Ne0.8 Tb0.2,0.0
1404,Ne0.7 Tb0.3,0.0
1404,Ne0.6 Tb0.4,0.0
1404,Ne0.5 Tb0.5,0.0
1404,Ne0.4 Tb0.6,0.0
1404,Ne0.3 Tb0.7,0.0
1404,Ne0.2 Tb0.8,0.0
1404,Ne0.1 Tb0.9,0.0
1405,Ne0.9 V0.1,0.0
1405,Ne0.8 V0.2,0.0
1405,Ne0.7 V0.3,0.0
1405,Ne0.6 V0.4,0.0
1405,Ne0.5 V0.5,0.0
1405,Ne0.4 V0.6,0.0
1405,Ne0.3 V0.7,0.0
1405,Ne0.2 V0.8,0.0
1405,Ne0.1 V0.9,0.0
1406,Ne0.9 Xe0.1,0.0
1406,Ne0.8 Xe0.2,0.0
1406,Ne0.7 Xe0.3,0.0
1406,Ne0.6 Xe0.4,0.0
1406,Ne0.5 Xe0.5,0.0
1406,Ne0.4 Xe0.6,0.0
1406,Ne0.3 Xe0.7,0.0
1406,Ne0.2 Xe0.8,0.0
1406,Ne0.1 Xe0.9,0.0
1407,Ne0.9 Yb0.1,0.0
1407,Ne0.8 Yb0.2,0.0
1407,Ne0.7 Yb0.3,0.0
1407,Ne0.6 Yb0.4,0.0
1407,Ne0.5 Yb0.5,0.0
1407,Ne0.4 Yb0.6,0.0
1407,Ne0.3 Yb0.7,0.0
1407,Ne0.2 Yb0.8,0.0
1407,Ne0.1 Yb0.9,0.0
1408,Ne0.9 Zr0.1,0.0
1408,Ne0.8 Zr0.2,0.0
1408,Ne0.7 Zr0.3,0.0
1408,Ne0.6 Zr0.4,0.0
1408,Ne0.5 Zr0.5,0.0
1408,Ne0.4 Zr0.6,0.0
1408,Ne0.3 Zr0.7,0.0
1408,Ne0.2 Zr0.8,0.0
1408,Ne0.1 Zr0.9,0.0
1409,Ni0.9 Ag0.1,0.0
1409,Ni0.8 Ag0.2,0.0
1409,Ni0.7 Ag0.3,0.0
1409,Ni0.6 Ag0.4,0.0
1409,Ni0.5 Ag0.5,0.0
1409,Ni0.4 Ag0.6,0.0
1409,Ni0.3 Ag0.7,0.0
1409,Ni0.2 Ag0.8,0.0
1409,Ni0.1 Ag0.9,0.0
1410,Al0.1 Ni0.9,0.0
1410,Al0.2 Ni0.8,0.0
1410,Al0.3 Ni0.7,1.0
1410,Al0.4 Ni0.6,1.0
1410,Al0.5 Ni0.5,1.0
1410,Al0.6 Ni0.4,1.0
1410,Al0.7 Ni0.3,0.0
1410,Al0.8 Ni0.2,1.0
1410,Al0.9 Ni0.1,0.0
1411,Ni0.9 Au0.1,0.0
1411,Ni0.8 Au0.2,0.0
1411,Ni0.7 Au0.3,0.0
1411,Ni0.6 Au0.4,0.0
1411,Ni0.5 Au0.5,0.0
1411,Ni0.4 Au0.6,0.0
1411,Ni0.3 Au0.7,0.0
1411,Ni0.2 Au0.8,0.0
1411,Ni0.1 Au0.9,0.0
1412,Ni0.9 B0.1,0.0
1412,Ni0.8 B0.2,0.0
1412,Ni0.7 B0.3,0.0
1412,Ni0.6 B0.4,0.0
1412,Ni0.5 B0.5,0.0
1412,Ni0.4 B0.6,1.0
